nta_code,year_month,temp_max_mean,temp_min_mean,precip_total,wind_max_mean
BK0103,2020-11,14.47,6.026666666666667,111.2,24.31
BK0103,2020-12,6.506451612903225,-0.40967741935483865,128.8,26.403225806451612
BK0103,2021-01,4.419354838709677,-2.4709677419354836,51.1,25.070967741935487
BK0103,2021-02,2.764285714285714,-3.842857142857143,131.9,24.625
BK0103,2021-03,10.661290322580646,0.8516129032258064,94.4,26.887096774193548
BK0103,2021-04,15.286666666666667,5.443333333333333,88.7,24.19333333333333
BK0103,2021-05,20.325806451612905,10.87741935483871,107.6,23.693548387096776
BK0103,2021-06,26.066666666666666,17.776666666666664,55.1,22.506666666666668
BK0103,2021-07,27.56451612903226,20.629032258064516,192.4,20.39032258064516
BK0103,2021-08,27.961290322580645,21.190322580645162,130.6,20.11935483870968
BK0103,2021-09,24.48,17.61,194.9,23.743333333333332
BK0103,2021-10,20.35483870967742,13.493548387096775,161.5,23.31935483870968
BK0103,2021-11,11.389999999999999,3.7800000000000002,43.2,22.959999999999997
BK0103,2021-12,9.206451612903225,2.5290322580645164,60.1,22.458064516129035
BK0103,2022-01,2.509677419354839,-5.409677419354838,128.1,26.177419354838708
BK0103,2022-02,6.521428571428571,-2.8214285714285716,95.6,27.95357142857143
BK0103,2022-03,10.674193548387096,1.4870967741935484,95.9,27.93548387096774
BK0103,2022-04,14.46,5.6033333333333335,130.2,28.67
BK0103,2022-05,20.70967741935484,12.167741935483871,118.3,22.635483870967743
BK0103,2022-06,25.64333333333333,16.85,70.6,25.19
BK0103,2022-07,30.358064516129033,21.496774193548386,86.0,25.141935483870967
BK0103,2022-08,29.796774193548384,21.338709677419356,56.7,23.04516129032258
BK0103,2022-09,24.553333333333335,16.41,95.3,21.15
BK0103,2022-10,17.103225806451615,9.635483870967741,250.1,21.893548387096775
BK0103,2022-11,13.21,5.989999999999999,92.5,25.526666666666664
BK0103,2022-12,6.45483870967742,-1.1580645161290322,111.1,24.164516129032258
BK0103,2023-01,8.73225806451613,1.4580645161290324,120.7,23.996774193548386
BK0103,2023-02,8.14642857142857,-0.7285714285714285,50.9,27.214285714285715
BK0103,2023-03,9.883870967741935,1.1193548387096774,125.0,28.09032258064516
BK0103,2023-04,16.98,8.023333333333333,139.0,25.493333333333332
BK0103,2023-05,20.17096774193548,10.451612903225806,39.3,22.98709677419355
BK0103,2023-06,24.540000000000003,15.46,84.4,22.196666666666665
BK0103,2023-07,28.75483870967742,20.396774193548385,158.3,21.345161290322583
BK0103,2023-08,27.251612903225805,18.948387096774194,139.6,21.187096774193545
BK0103,2023-09,24.68,16.226666666666667,226.0,20.56
BK0103,2023-10,19.241935483870968,10.535483870967743,106.3,19.835483870967742
BK0103,2023-11,11.263333333333332,2.0733333333333333,55.6,22.723333333333336
BK0103,2023-12,9.206451612903225,1.6677419354838707,204.79999999999998,20.216129032258067
BK0103,2024-01,5.183870967741935,-2.032258064516129,171.3,25.41290322580645
BK0103,2024-02,6.637931034482759,-1.9655172413793103,70.0,22.682758620689654
BK0103,2024-03,11.693548387096774,2.5483870967741935,214.8,27.04516129032258
BK0103,2024-04,15.093333333333334,5.9,98.7,25.743333333333332
BK0103,2024-05,21.15806451612903,12.529032258064515,102.3,22.451612903225808
BK0103,2024-06,27.473333333333336,18.029999999999998,74.1,26.009999999999998
BK0103,2024-07,29.57741935483871,21.07741935483871,92.7,21.887096774193548
BK0103,2024-08,27.887096774193548,19.051612903225806,183.60000000000002,21.793548387096774
BK0103,2024-09,24.58,15.343333333333334,32.8,19.41
BK0103,2024-10,20.703225806451613,9.64516129032258,7.699999999999999,20.787096774193547
BK0103,2024-11,14.506666666666666,6.1466666666666665,86.3,20.326666666666664
BK0103,2024-12,5.403225806451613,-0.9225806451612903,116.7,16.5
BK0103,2025-01,1.4161290322580642,-4.606451612903226,29.6,19.174193548387095
BK0103,2025-02,4.239285714285715,-2.664285714285714,90.8,18.264285714285712
BK0103,2025-03,11.635483870967741,2.670967741935484,146.0,20.06451612903226
BK0103,2025-04,16.576666666666668,7.866666666666666,88.6,19.433333333333334
BK0103,2025-05,20.280645161290323,12.758064516129032,216.5,15.980645161290322
BK0103,2025-06,27.42,19.11,78.4,14.360000000000001
BK0103,2025-07,30.416129032258063,22.625806451612902,142.6,14.141935483870967
BK0103,2025-08,27.36774193548387,19.0258064516129,33.7,15.23225806451613
BK0103,2025-09,24.64,17.17,98.7,13.263333333333332
BK0103,2025-10,18.09032258064516,10.383870967741935,123.1,17.903225806451612
BK0103,2025-11,11.353333333333333,4.23,59.9,19.116666666666667
BK0103,2025-12,3.7161290322580647,-3.303225806451613,87.10000000000001,19.04516129032258
BK0104,2019-01,3.609677419354839,-4.380645161290323,108.60000000000001,24.970967741935485
BK0104,2019-02,5.510714285714286,-2.882142857142857,83.30000000000001,22.485714285714288
BK0104,2019-03,7.916129032258064,-1.1774193548387097,105.6,22.758064516129032
BK0104,2019-04,15.8,6.786666666666666,121.8,25.573333333333334
BK0104,2019-05,20.029032258064515,11.654838709677419,150.4,21.76451612903226
BK0104,2019-06,25.40666666666667,16.886666666666667,154.7,21.163333333333334
BK0104,2019-07,30.351612903225806,21.67096774193548,107.7,18.56451612903226
BK0104,2019-08,27.787096774193547,20.174193548387095,91.4,17.5
BK0104,2019-09,25.173333333333336,16.233333333333334,38.7,19.55666666666667
BK0104,2019-10,18.809677419354838,11.345161290322581,133.2,23.741935483870968
BK0104,2019-11,9.656666666666666,1.3933333333333333,56.5,21.773333333333333
BK0104,2019-12,5.916129032258064,-0.7354838709677419,177.0,22.770967741935483
BK0104,2020-01,6.77741935483871,-1.038709677419355,56.8,23.103225806451615
BK0104,2020-02,7.575862068965517,-0.5586206896551724,90.3,21.848275862068967
BK0104,2020-03,12.058064516129033,2.8774193548387097,106.3,22.980645161290322
BK0104,2020-04,13.163333333333332,4.676666666666667,139.9,27.363333333333333
BK0104,2020-05,19.03548387096774,9.62258064516129,63.2,23.322580645161292
BK0104,2020-06,27.266666666666666,17.71333333333333,70.1,21.58
BK0104,2020-07,30.870967741935484,22.31935483870968,106.7,19.95483870967742
BK0104,2020-08,28.503225806451614,20.874193548387098,122.2,20.858064516129033
BK0104,2020-09,24.05,15.933333333333334,94.6,20.446666666666665
BK0104,2020-10,17.90967741935484,10.858064516129033,126.80000000000001,20.32903225806452
BK0104,2020-11,14.403333333333334,5.4766666666666675,113.1,22.723333333333336
BK0104,2020-12,6.361290322580645,-1.1483870967741936,131.3,24.316129032258065
BK0104,2021-01,4.238709677419355,-2.835483870967742,53.4,23.241935483870968
BK0104,2021-02,2.6714285714285713,-4.732142857142857,136.79999999999998,22.514285714285712
BK0104,2021-03,10.916129032258064,0.5645161290322581,95.9,25.090322580645164
BK0104,2021-04,15.793333333333333,5.226666666666666,95.3,22.853333333333335
BK0104,2021-05,20.96451612903226,10.819354838709677,110.9,22.141935483870967
BK0104,2021-06,26.953333333333333,17.676666666666666,53.3,20.37
BK0104,2021-07,28.070967741935487,20.570967741935487,201.3,18.4
BK0104,2021-08,28.48709677419355,21.1,146.29999999999998,18.993548387096773
BK0104,2021-09,24.53666666666667,17.303333333333335,207.2,22.36
BK0104,2021-10,20.383870967741935,13.14516129032258,167.1,21.14516129032258
BK0104,2021-11,11.173333333333334,3.136666666666667,40.1,21.59333333333333
BK0104,2021-12,8.916129032258064,2.029032258064516,59.9,20.229032258064517
BK0104,2022-01,2.306451612903226,-6.080645161290323,121.7,23.83225806451613
BK0104,2022-02,6.507142857142857,-3.3857142857142857,93.7,25.61785714285714
BK0104,2022-03,10.893548387096773,1.1193548387096772,89.8,25.306451612903224
BK0104,2022-04,14.736666666666668,5.33,143.3,26.996666666666666
BK0104,2022-05,21.616129032258065,12.13225806451613,117.1,20.88064516129032
BK0104,2022-06,26.716666666666665,16.946666666666665,88.3,23.733333333333334
BK0104,2022-07,31.338709677419356,21.48709677419355,78.0,23.76451612903226
BK0104,2022-08,30.583870967741937,21.387096774193548,56.3,21.432258064516127
BK0104,2022-09,24.740000000000002,16.053333333333335,84.8,19.603333333333335
BK0104,2022-10,17.225806451612904,9.36774193548387,289.8,20.893548387096775
BK0104,2022-11,13.146666666666667,5.42,79.8,24.283333333333335
BK0104,2022-12,6.27741935483871,-1.6161290322580646,109.60000000000001,22.519354838709678
BK0104,2023-01,8.687096774193549,1.0161290322580645,114.89999999999999,21.783870967741933
BK0104,2023-02,8.017857142857142,-1.2392857142857143,51.900000000000006,25.042857142857144
BK0104,2023-03,9.841935483870968,0.8,128.5,26.164516129032258
BK0104,2023-04,17.616666666666667,7.72,141.5,23.16
BK0104,2023-05,21.083870967741937,10.374193548387098,35.1,21.677419354838708
BK0104,2023-06,25.546666666666667,15.643333333333334,94.8,21.553333333333335
BK0104,2023-07,29.387096774193548,20.45483870967742,146.4,19.5258064516129
BK0104,2023-08,27.532258064516128,18.706451612903226,144.2,20.274193548387096
BK0104,2023-09,24.846666666666668,16.106666666666666,249.0,19.563333333333333
BK0104,2023-10,19.406451612903226,10.348387096774195,109.69999999999999,18.780645161290323
BK0104,2023-11,11.116666666666667,1.8566666666666665,54.4,20.736666666666668
BK0104,2023-12,9.2,1.261290322580645,209.3,18.967741935483872
BK0104,2024-01,5.029032258064516,-2.3096774193548386,166.2,23.4
BK0104,2024-02,6.76896551724138,-2.296551724137931,58.6,21.2
BK0104,2024-03,11.8,2.361290322580645,219.8,25.287096774193547
BK0104,2024-04,15.7,5.84,115.3,23.953333333333333
BK0104,2024-05,22.12258064516129,12.580645161290322,113.6,20.593548387096774
BK0104,2024-06,28.686666666666667,18.043333333333333,76.1,23.78666666666667
BK0104,2024-07,30.52258064516129,21.183870967741935,109.7,20.65806451612903
BK0104,2024-08,28.37741935483871,19.029032258064515,209.9,20.116129032258065
BK0104,2024-09,25.009999999999998,15.316666666666666,25.5,18.183333333333334
BK0104,2024-10,20.996774193548386,9.44516129032258,8.6,19.251612903225805
BK0104,2024-11,14.54,5.65,85.1,18.526666666666664
BK0104,2024-12,5.387096774193548,-1.6548387096774193,108.4,14.383870967741935
BK0104,2025-01,1.3580645161290323,-5.287096774193548,28.7,17.190322580645162
BK0104,2025-02,4.1571428571428575,-3.107142857142857,78.0,16.45714285714286
BK0104,2025-03,12.141935483870967,2.0999999999999996,148.7,17.893548387096775
BK0104,2025-04,16.916666666666668,7.263333333333334,76.6,17.4
BK0104,2025-05,20.822580645161292,12.609677419354838,201.5,14.725806451612904
BK0104,2025-06,28.573333333333334,18.85,91.2,13.270000000000001
BK0104,2025-07,31.690322580645162,22.470967741935485,103.7,13.27741935483871
BK0104,2025-08,28.574193548387097,18.57741935483871,26.200000000000003,13.738709677419354
BK0104,2025-09,25.30666666666667,16.643333333333334,93.4,11.92
BK0104,2025-10,18.374193548387098,9.76774193548387,114.0,15.77741935483871
BK0104,2025-11,11.246666666666666,3.613333333333333,55.0,16.96333333333333
BK0104,2025-12,3.390322580645161,-3.8129032258064517,87.4,16.809677419354838
BK0201,2019-01,3.7387096774193544,-3.893548387096774,101.4,27.370967741935484
BK0201,2019-02,5.5321428571428575,-2.4107142857142856,83.8,24.360714285714288
BK0201,2019-03,7.812903225806451,-0.7322580645161288,104.19999999999999,24.84193548387097
BK0201,2019-04,15.3,6.98,121.8,27.27
BK0201,2019-05,19.44193548387097,11.69032258064516,150.6,23.0
BK0201,2019-06,24.813333333333333,16.96,148.79999999999998,22.25
BK0201,2019-07,29.470967741935485,21.651612903225807,102.9,19.932258064516127
BK0201,2019-08,27.274193548387096,20.251612903225805,91.4,18.306451612903224
BK0201,2019-09,24.78666666666667,16.606666666666666,31.7,20.903333333333332
BK0201,2019-10,18.79032258064516,11.619354838709677,132.9,25.6
BK0201,2019-11,9.803333333333335,1.9166666666666667,56.5,23.583333333333332
BK0201,2019-12,6.112903225806452,-0.3548387096774194,175.1,24.606451612903225
BK0201,2020-01,6.83225806451613,-0.6838709677419355,55.4,25.01290322580645
BK0201,2020-02,7.517241379310345,-0.21379310344827585,90.9,23.606896551724137
BK0201,2020-03,11.961290322580645,3.2838709677419353,103.3,24.845161290322583
BK0201,2020-04,12.979999999999999,4.986666666666666,137.8,29.196666666666665
BK0201,2020-05,18.358064516129033,9.69032258064516,60.1,24.796774193548387
BK0201,2020-06,26.173333333333336,17.57,73.2,22.83
BK0201,2020-07,29.97741935483871,22.33225806451613,108.3,21.32903225806452
BK0201,2020-08,27.948387096774194,21.061290322580643,105.3,22.358064516129033
BK0201,2020-09,23.779999999999998,16.33,89.8,22.116666666666667
BK0201,2020-10,17.929032258064513,11.19032258064516,127.9,21.822580645161292
BK0201,2020-11,14.47,6.026666666666667,111.2,24.31
BK0201,2020-12,6.506451612903225,-0.40967741935483865,128.8,26.403225806451612
BK0201,2021-01,4.419354838709677,-2.4709677419354836,51.1,25.070967741935487
BK0201,2021-02,2.764285714285714,-3.842857142857143,131.9,24.625
BK0201,2021-03,10.661290322580646,0.8516129032258064,94.4,26.887096774193548
BK0201,2021-04,15.286666666666667,5.443333333333333,88.7,24.19333333333333
BK0201,2021-05,20.325806451612905,10.87741935483871,107.6,23.693548387096776
BK0201,2021-06,26.066666666666666,17.776666666666664,55.1,22.506666666666668
BK0201,2021-07,27.56451612903226,20.629032258064516,192.4,20.39032258064516
BK0201,2021-08,27.961290322580645,21.190322580645162,130.6,20.11935483870968
BK0201,2021-09,24.48,17.61,194.9,23.743333333333332
BK0201,2021-10,20.35483870967742,13.493548387096775,161.5,23.31935483870968
BK0201,2021-11,11.389999999999999,3.7800000000000002,43.2,22.959999999999997
BK0201,2021-12,9.206451612903225,2.5290322580645164,60.1,22.458064516129035
BK0201,2022-01,2.509677419354839,-5.409677419354838,128.1,26.177419354838708
BK0201,2022-02,6.521428571428571,-2.8214285714285716,95.6,27.95357142857143
BK0201,2022-03,10.674193548387096,1.4870967741935484,95.9,27.93548387096774
BK0201,2022-04,14.46,5.6033333333333335,130.2,28.67
BK0201,2022-05,20.70967741935484,12.167741935483871,118.3,22.635483870967743
BK0201,2022-06,25.64333333333333,16.85,70.6,25.19
BK0201,2022-07,30.358064516129033,21.496774193548386,86.0,25.141935483870967
BK0201,2022-08,29.796774193548384,21.338709677419356,56.7,23.04516129032258
BK0201,2022-09,24.553333333333335,16.41,95.3,21.15
BK0201,2022-10,17.103225806451615,9.635483870967741,250.1,21.893548387096775
BK0201,2022-11,13.21,5.989999999999999,92.5,25.526666666666664
BK0201,2022-12,6.45483870967742,-1.1580645161290322,111.1,24.164516129032258
BK0201,2023-01,8.73225806451613,1.4580645161290324,120.7,23.996774193548386
BK0201,2023-02,8.14642857142857,-0.7285714285714285,50.9,27.214285714285715
BK0201,2023-03,9.883870967741935,1.1193548387096774,125.0,28.09032258064516
BK0201,2023-04,16.98,8.023333333333333,139.0,25.493333333333332
BK0201,2023-05,20.17096774193548,10.451612903225806,39.3,22.98709677419355
BK0201,2023-06,24.540000000000003,15.46,84.4,22.196666666666665
BK0201,2023-07,28.75483870967742,20.396774193548385,158.3,21.345161290322583
BK0201,2023-08,27.251612903225805,18.948387096774194,139.6,21.187096774193545
BK0201,2023-09,24.68,16.226666666666667,226.0,20.56
BK0201,2023-10,19.241935483870968,10.535483870967743,106.3,19.835483870967742
BK0201,2023-11,11.263333333333332,2.0733333333333333,55.6,22.723333333333336
BK0201,2023-12,9.206451612903225,1.6677419354838707,204.79999999999998,20.216129032258067
BK0201,2024-01,5.183870967741935,-2.032258064516129,171.3,25.41290322580645
BK0201,2024-02,6.637931034482759,-1.9655172413793103,70.0,22.682758620689654
BK0201,2024-03,11.693548387096774,2.5483870967741935,214.8,27.04516129032258
BK0201,2024-04,15.093333333333334,5.9,98.7,25.743333333333332
BK0201,2024-05,21.15806451612903,12.529032258064515,102.3,22.451612903225808
BK0201,2024-06,27.473333333333336,18.029999999999998,74.1,26.009999999999998
BK0201,2024-07,29.57741935483871,21.07741935483871,92.7,21.887096774193548
BK0201,2024-08,27.887096774193548,19.051612903225806,183.60000000000002,21.793548387096774
BK0201,2024-09,24.58,15.343333333333334,32.8,19.41
BK0201,2024-10,20.703225806451613,9.64516129032258,7.699999999999999,20.787096774193547
BK0201,2024-11,14.506666666666666,6.1466666666666665,86.3,20.326666666666664
BK0201,2024-12,5.403225806451613,-0.9225806451612903,116.7,16.5
BK0201,2025-01,1.4161290322580642,-4.606451612903226,29.6,19.174193548387095
BK0201,2025-02,4.239285714285715,-2.664285714285714,90.8,18.264285714285712
BK0201,2025-03,11.635483870967741,2.670967741935484,146.0,20.06451612903226
BK0201,2025-04,16.576666666666668,7.866666666666666,88.6,19.433333333333334
BK0201,2025-05,20.280645161290323,12.758064516129032,216.5,15.980645161290322
BK0201,2025-06,27.42,19.11,78.4,14.360000000000001
BK0201,2025-07,30.416129032258063,22.625806451612902,142.6,14.141935483870967
BK0201,2025-08,27.36774193548387,19.0258064516129,33.7,15.23225806451613
BK0201,2025-09,24.64,17.17,98.7,13.263333333333332
BK0201,2025-10,18.09032258064516,10.383870967741935,123.1,17.903225806451612
BK0201,2025-11,11.353333333333333,4.23,59.9,19.116666666666667
BK0201,2025-12,3.7161290322580647,-3.303225806451613,87.10000000000001,19.04516129032258
BK0202,2019-01,3.7387096774193544,-3.893548387096774,101.4,27.370967741935484
BK0202,2019-02,5.5321428571428575,-2.4107142857142856,83.8,24.360714285714288
BK0202,2019-03,7.812903225806451,-0.7322580645161288,104.19999999999999,24.84193548387097
BK0202,2019-04,15.3,6.98,121.8,27.27
BK0202,2019-05,19.44193548387097,11.69032258064516,150.6,23.0
BK0202,2019-06,24.813333333333333,16.96,148.79999999999998,22.25
BK0202,2019-07,29.470967741935485,21.651612903225807,102.9,19.932258064516127
BK0202,2019-08,27.274193548387096,20.251612903225805,91.4,18.306451612903224
BK0202,2019-09,24.78666666666667,16.606666666666666,31.7,20.903333333333332
BK0202,2019-10,18.79032258064516,11.619354838709677,132.9,25.6
BK0202,2019-11,9.803333333333335,1.9166666666666667,56.5,23.583333333333332
BK0202,2019-12,6.112903225806452,-0.3548387096774194,175.1,24.606451612903225
BK0202,2020-01,6.83225806451613,-0.6838709677419355,55.4,25.01290322580645
BK0202,2020-02,7.517241379310345,-0.21379310344827585,90.9,23.606896551724137
BK0202,2020-03,11.961290322580645,3.2838709677419353,103.3,24.845161290322583
BK0202,2020-04,12.979999999999999,4.986666666666666,137.8,29.196666666666665
BK0202,2020-05,18.358064516129033,9.69032258064516,60.1,24.796774193548387
BK0202,2020-06,26.173333333333336,17.57,73.2,22.83
BK0202,2020-07,29.97741935483871,22.33225806451613,108.3,21.32903225806452
BK0202,2020-08,27.948387096774194,21.061290322580643,105.3,22.358064516129033
BK0202,2020-09,23.779999999999998,16.33,89.8,22.116666666666667
BK0202,2020-10,17.929032258064513,11.19032258064516,127.9,21.822580645161292
BK0202,2020-11,14.47,6.026666666666667,111.2,24.31
BK0202,2020-12,6.506451612903225,-0.40967741935483865,128.8,26.403225806451612
BK0202,2021-01,4.419354838709677,-2.4709677419354836,51.1,25.070967741935487
BK0202,2021-02,2.764285714285714,-3.842857142857143,131.9,24.625
BK0202,2021-03,10.661290322580646,0.8516129032258064,94.4,26.887096774193548
BK0202,2021-04,15.286666666666667,5.443333333333333,88.7,24.19333333333333
BK0202,2021-05,20.325806451612905,10.87741935483871,107.6,23.693548387096776
BK0202,2021-06,26.066666666666666,17.776666666666664,55.1,22.506666666666668
BK0202,2021-07,27.56451612903226,20.629032258064516,192.4,20.39032258064516
BK0202,2021-08,27.961290322580645,21.190322580645162,130.6,20.11935483870968
BK0202,2021-09,24.48,17.61,194.9,23.743333333333332
BK0202,2021-10,20.35483870967742,13.493548387096775,161.5,23.31935483870968
BK0202,2021-11,11.389999999999999,3.7800000000000002,43.2,22.959999999999997
BK0202,2021-12,9.206451612903225,2.5290322580645164,60.1,22.458064516129035
BK0202,2022-01,2.509677419354839,-5.409677419354838,128.1,26.177419354838708
BK0202,2022-02,6.521428571428571,-2.8214285714285716,95.6,27.95357142857143
BK0202,2022-03,10.674193548387096,1.4870967741935484,95.9,27.93548387096774
BK0202,2022-04,14.46,5.6033333333333335,130.2,28.67
BK0202,2022-05,20.70967741935484,12.167741935483871,118.3,22.635483870967743
BK0202,2022-06,25.64333333333333,16.85,70.6,25.19
BK0202,2022-07,30.358064516129033,21.496774193548386,86.0,25.141935483870967
BK0202,2022-08,29.796774193548384,21.338709677419356,56.7,23.04516129032258
BK0202,2022-09,24.553333333333335,16.41,95.3,21.15
BK0202,2022-10,17.103225806451615,9.635483870967741,250.1,21.893548387096775
BK0202,2022-11,13.21,5.989999999999999,92.5,25.526666666666664
BK0202,2022-12,6.45483870967742,-1.1580645161290322,111.1,24.164516129032258
BK0202,2023-01,8.73225806451613,1.4580645161290324,120.7,23.996774193548386
BK0202,2023-02,8.14642857142857,-0.7285714285714285,50.9,27.214285714285715
BK0202,2023-03,9.883870967741935,1.1193548387096774,125.0,28.09032258064516
BK0202,2023-04,16.98,8.023333333333333,139.0,25.493333333333332
BK0202,2023-05,20.17096774193548,10.451612903225806,39.3,22.98709677419355
BK0202,2023-06,24.540000000000003,15.46,84.4,22.196666666666665
BK0202,2023-07,28.75483870967742,20.396774193548385,158.3,21.345161290322583
BK0202,2023-08,27.251612903225805,18.948387096774194,139.6,21.187096774193545
BK0202,2023-09,24.68,16.226666666666667,226.0,20.56
BK0202,2023-10,19.241935483870968,10.535483870967743,106.3,19.835483870967742
BK0202,2023-11,11.263333333333332,2.0733333333333333,55.6,22.723333333333336
BK0202,2023-12,9.206451612903225,1.6677419354838707,204.79999999999998,20.216129032258067
BK0202,2024-01,5.183870967741935,-2.032258064516129,171.3,25.41290322580645
BK0202,2024-02,6.637931034482759,-1.9655172413793103,70.0,22.682758620689654
BK0202,2024-03,11.693548387096774,2.5483870967741935,214.8,27.04516129032258
BK0202,2024-04,15.093333333333334,5.9,98.7,25.743333333333332
BK0202,2024-05,21.15806451612903,12.529032258064515,102.3,22.451612903225808
BK0202,2024-06,27.473333333333336,18.029999999999998,74.1,26.009999999999998
BK0202,2024-07,29.57741935483871,21.07741935483871,92.7,21.887096774193548
BK0202,2024-08,27.887096774193548,19.051612903225806,183.60000000000002,21.793548387096774
BK0202,2024-09,24.58,15.343333333333334,32.8,19.41
BK0202,2024-10,20.703225806451613,9.64516129032258,7.699999999999999,20.787096774193547
BK0202,2024-11,14.506666666666666,6.1466666666666665,86.3,20.326666666666664
BK0202,2024-12,5.403225806451613,-0.9225806451612903,116.7,16.5
BK0202,2025-01,1.4161290322580642,-4.606451612903226,29.6,19.174193548387095
BK0202,2025-02,4.239285714285715,-2.664285714285714,90.8,18.264285714285712
BK0202,2025-03,11.635483870967741,2.670967741935484,146.0,20.06451612903226
BK0202,2025-04,16.576666666666668,7.866666666666666,88.6,19.433333333333334
BK0202,2025-05,20.280645161290323,12.758064516129032,216.5,15.980645161290322
BK0202,2025-06,27.42,19.11,78.4,14.360000000000001
BK0202,2025-07,30.416129032258063,22.625806451612902,142.6,14.141935483870967
BK0202,2025-08,27.36774193548387,19.0258064516129,33.7,15.23225806451613
BK0202,2025-09,24.64,17.17,98.7,13.263333333333332
BK0202,2025-10,18.09032258064516,10.383870967741935,123.1,17.903225806451612
BK0202,2025-11,11.353333333333333,4.23,59.9,19.116666666666667
BK0202,2025-12,3.7161290322580647,-3.303225806451613,87.10000000000001,19.04516129032258
BK0203,2019-01,3.7387096774193544,-3.893548387096774,101.4,27.370967741935484
BK0203,2019-02,5.5321428571428575,-2.4107142857142856,83.8,24.360714285714288
BK0203,2019-03,7.812903225806451,-0.7322580645161288,104.19999999999999,24.84193548387097
BK0203,2019-04,15.3,6.98,121.8,27.27
BK0203,2019-05,19.44193548387097,11.69032258064516,150.6,23.0
BK0203,2019-06,24.813333333333333,16.96,148.79999999999998,22.25
BK0203,2019-07,29.470967741935485,21.651612903225807,102.9,19.932258064516127
BK0203,2019-08,27.274193548387096,20.251612903225805,91.4,18.306451612903224
BK0203,2019-09,24.78666666666667,16.606666666666666,31.7,20.903333333333332
BK0203,2019-10,18.79032258064516,11.619354838709677,132.9,25.6
BK0203,2019-11,9.803333333333335,1.9166666666666667,56.5,23.583333333333332
BK0203,2019-12,6.112903225806452,-0.3548387096774194,175.1,24.606451612903225
BK0203,2020-01,6.83225806451613,-0.6838709677419355,55.4,25.01290322580645
BK0203,2020-02,7.517241379310345,-0.21379310344827585,90.9,23.606896551724137
BK0203,2020-03,11.961290322580645,3.2838709677419353,103.3,24.845161290322583
BK0203,2020-04,12.979999999999999,4.986666666666666,137.8,29.196666666666665
BK0203,2020-05,18.358064516129033,9.69032258064516,60.1,24.796774193548387
BK0203,2020-06,26.173333333333336,17.57,73.2,22.83
BK0203,2020-07,29.97741935483871,22.33225806451613,108.3,21.32903225806452
BK0203,2020-08,27.948387096774194,21.061290322580643,105.3,22.358064516129033
BK0203,2020-09,23.779999999999998,16.33,89.8,22.116666666666667
BK0203,2020-10,17.929032258064513,11.19032258064516,127.9,21.822580645161292
BK0203,2020-11,14.47,6.026666666666667,111.2,24.31
BK0203,2020-12,6.506451612903225,-0.40967741935483865,128.8,26.403225806451612
BK0203,2021-01,4.419354838709677,-2.4709677419354836,51.1,25.070967741935487
BK0203,2021-02,2.764285714285714,-3.842857142857143,131.9,24.625
BK0203,2021-03,10.661290322580646,0.8516129032258064,94.4,26.887096774193548
BK0203,2021-04,15.286666666666667,5.443333333333333,88.7,24.19333333333333
BK0203,2021-05,20.325806451612905,10.87741935483871,107.6,23.693548387096776
BK0203,2021-06,26.066666666666666,17.776666666666664,55.1,22.506666666666668
BK0203,2021-07,27.56451612903226,20.629032258064516,192.4,20.39032258064516
BK0203,2021-08,27.961290322580645,21.190322580645162,130.6,20.11935483870968
BK0203,2021-09,24.48,17.61,194.9,23.743333333333332
BK0203,2021-10,20.35483870967742,13.493548387096775,161.5,23.31935483870968
BK0203,2021-11,11.389999999999999,3.7800000000000002,43.2,22.959999999999997
BK0203,2021-12,9.206451612903225,2.5290322580645164,60.1,22.458064516129035
BK0203,2022-01,2.509677419354839,-5.409677419354838,128.1,26.177419354838708
BK0203,2022-02,6.521428571428571,-2.8214285714285716,95.6,27.95357142857143
BK0203,2022-03,10.674193548387096,1.4870967741935484,95.9,27.93548387096774
BK0203,2022-04,14.46,5.6033333333333335,130.2,28.67
BK0203,2022-05,20.70967741935484,12.167741935483871,118.3,22.635483870967743
BK0203,2022-06,25.64333333333333,16.85,70.6,25.19
BK0203,2022-07,30.358064516129033,21.496774193548386,86.0,25.141935483870967
BK0203,2022-08,29.796774193548384,21.338709677419356,56.7,23.04516129032258
BK0203,2022-09,24.553333333333335,16.41,95.3,21.15
BK0203,2022-10,17.103225806451615,9.635483870967741,250.1,21.893548387096775
BK0203,2022-11,13.21,5.989999999999999,92.5,25.526666666666664
BK0203,2022-12,6.45483870967742,-1.1580645161290322,111.1,24.164516129032258
BK0203,2023-01,8.73225806451613,1.4580645161290324,120.7,23.996774193548386
BK0203,2023-02,8.14642857142857,-0.7285714285714285,50.9,27.214285714285715
BK0203,2023-03,9.883870967741935,1.1193548387096774,125.0,28.09032258064516
BK0203,2023-04,16.98,8.023333333333333,139.0,25.493333333333332
BK0203,2023-05,20.17096774193548,10.451612903225806,39.3,22.98709677419355
BK0203,2023-06,24.540000000000003,15.46,84.4,22.196666666666665
BK0203,2023-07,28.75483870967742,20.396774193548385,158.3,21.345161290322583
BK0203,2023-08,27.251612903225805,18.948387096774194,139.6,21.187096774193545
BK0203,2023-09,24.68,16.226666666666667,226.0,20.56
BK0203,2023-10,19.241935483870968,10.535483870967743,106.3,19.835483870967742
BK0203,2023-11,11.263333333333332,2.0733333333333333,55.6,22.723333333333336
BK0203,2023-12,9.206451612903225,1.6677419354838707,204.79999999999998,20.216129032258067
